userId,feature,sleep_score
6,1601089200 1 10374 1566 3 4380 26280 0 22 26,72
6,1601107200 3 10374 1566 3 4380 26280 0 22 26,72
6,1601110800 1 10374 1566 3 4380 26280 0 22 26,72
6,1601114400 2 10374 1566 3 4380 26280 0 22 26,72
6,1601118000 2 10374 1566 3 4380 26280 0 22 26,72
6,1601128800 1 10374 1566 3 4380 26280 0 22 26,72
6,1601179200 1 13398 1998 1 8520 36480 0 22 26,86
6,1601182800 1 13398 1998 1 8520 36480 0 22 26,86
6,1601186400 2 13398 1998 1 8520 36480 0 22 26,86
6,1601190000 1 13398 1998 1 8520 36480 0 22 26,86
6,1601200800 1 13398 1998 1 8520 36480 0 22 26,86
6,1601208000 1 13398 1998 1 8520 36480 0 22 26,86
6,1601211600 1 13398 1998 1 8520 36480 0 22 26,86
6,1601215200 1 13398 1998 1 8520 36480 0 22 26,86
6,1601218800 1 13398 1998 1 8520 36480 0 22 26,86
6,1601222400 1 13398 1998 1 8520 36480 0 22 26,86
6,1601226000 1 13398 1998 1 8520 36480 0 22 26,86
6,1601229600 1 13398 1998 1 8520 36480 0 22 26,86
6,1601233200 1 13398 1998 1 8520 36480 0 22 26,86
6,1601236800 1 13398 1998 1 8520 36480 0 22 26,86
6,1601240400 1 13398 1998 1 8520 36480 0 22 26,86
6,1601247600 3 13398 1998 1 8520 36480 0 22 26,86
6,1601251200 2 8232 3078 1 2820 35040 0 22 26,62
6,1601258400 2 8232 3078 1 2820 35040 0 22 26,62
6,1601262000 1 8232 3078 1 2820 35040 0 22 26,62
6,1601265600 0 8232 3078 1 2820 35040 0 22 26,62
6,1601269200 0 8232 3078 1 2820 35040 0 22 26,62
6,1601272800 0 8232 3078 1 2820 35040 0 22 26,62
6,1601276400 0 8232 3078 1 2820 35040 0 22 26,62
6,1601283600 0 8232 3078 1 2820 35040 0 22 26,62
6,1601287200 0 8232 3078 1 2820 35040 0 22 26,62
6,1601290800 0 8232 3078 1 2820 35040 0 22 26,62
6,1601298000 1 8232 3078 1 2820 35040 0 22 26,62
6,1601305200 1 8232 3078 1 2820 35040 0 22 26,62
6,1601308800 1 8232 3078 1 2820 35040 0 22 26,62
6,1601312400 1 8232 3078 1 2820 35040 0 22 26,62
6,1601316000 1 8232 3078 1 2820 35040 0 22 26,62
6,1601319600 1 8232 3078 1 2820 35040 0 22 26,62
6,1601323200 1 8232 3078 1 2820 35040 0 22 26,62
6,1601326800 1 8232 3078 1 2820 35040 0 22 26,62
6,1601344800 1 6048 1188 1 3780 19260 0 22 26,26
6,1601348400 1 6048 1188 1 3780 19260 0 22 26,26
6,1601355600 1 6048 1188 1 3780 19260 0 22 26,26
6,1601362800 2 6048 1188 1 3780 19260 0 22 26,26
6,1601370000 2 6048 1188 1 3780 19260 0 22 26,26
6,1601384400 1 6048 1188 1 3780 19260 0 22 26,26
6,1601388000 1 6048 1188 1 3780 19260 0 22 26,26
6,1601391600 1 6048 1188 1 3780 19260 0 22 26,26
6,1601438400 1 13818 2556 1 8220 40080 0 22 26,92
6,1601445600 1 13818 2556 1 8220 40080 0 22 26,92
6,1601449200 1 13818 2556 1 8220 40080 0 22 26,92
6,1601456400 1 13818 2556 1 8220 40080 0 22 26,92
6,1601463600 1 13818 2556 1 8220 40080 0 22 26,92
6,1601467200 1 13818 2556 1 8220 40080 0 22 26,92
6,1601470800 1 13818 2556 1 8220 40080 0 22 26,92
6,1601474400 1 13818 2556 1 8220 40080 0 22 26,92
6,1601478000 1 13818 2556 1 8220 40080 0 22 26,92
6,1601481600 1 13818 2556 1 8220 40080 0 22 26,92
6,1601485200 1 13818 2556 1 8220 40080 0 22 26,92
6,1601488800 1 13818 2556 1 8220 40080 0 22 26,92
6,1601492400 1 13818 2556 1 8220 40080 0 22 26,92
6,1601496000 1 13818 2556 1 8220 40080 0 22 26,92
6,1601528400 1 11424 1746 4 7740 40080 0 22 26,81
6,1601532000 2 11424 1746 4 7740 40080 0 22 26,81
6,1601535600 2 11424 1746 4 7740 40080 0 22 26,81
6,1601539200 2 11424 1746 4 7740 40080 0 22 26,81
6,1601542800 3 11424 1746 4 7740 40080 0 22 26,81
6,1601546400 2 11424 1746 4 7740 40080 0 22 26,81
6,1601550000 2 11424 1746 4 7740 40080 0 22 26,81
6,1601553600 2 11424 1746 4 7740 40080 0 22 26,81
6,1601557200 2 11424 1746 4 7740 40080 0 22 26,81
6,1601560800 2 11424 1746 4 7740 40080 0 22 26,81
6,1601604000 1 7518 702 3 3600 20940 0 22 26,20
6,1601604000 1 5922 342 2 720 15660 0 22 26,20
6,1601604000 1 2268 576 0 120 6360 0 22 26,20
6,1601607600 0 5922 342 2 720 15660 0 22 26,20
6,1601611200 0 7518 702 3 3600 20940 0 22 26,20
6,1601611200 0 5922 342 2 720 15660 0 22 26,20
6,1601611200 0 2268 576 0 120 6360 0 22 26,20
6,1601614800 1 5922 342 2 720 15660 0 22 26,20
6,1601618400 1 7518 702 3 3600 20940 0 22 26,20
6,1601618400 1 5922 342 2 720 15660 0 22 26,20
6,1601618400 1 2268 576 0 120 6360 0 22 26,20
6,1601622000 1 7518 702 3 3600 20940 0 22 26,20
6,1601622000 1 5922 342 2 720 15660 0 22 26,20
6,1601622000 1 2268 576 0 120 6360 0 22 26,20
6,1601625600 0 7518 702 3 3600 20940 0 22 26,20
6,1601625600 0 5922 342 2 720 15660 0 22 26,20
6,1601625600 0 2268 576 0 120 6360 0 22 26,20
6,1601629200 0 7518 702 3 3600 20940 0 22 26,20
6,1601629200 0 2268 576 0 120 6360 0 22 26,20
6,1601632800 1 7518 702 3 3600 20940 0 22 26,20
6,1601632800 1 2268 576 0 120 6360 0 22 26,20
6,1601636400 1 7518 702 3 3600 20940 0 22 26,20
6,1601636400 1 5922 342 2 720 15660 0 22 26,20
6,1601640000 1 5922 342 2 720 15660 0 22 26,20
6,1601640000 1 2268 576 0 120 6360 0 22 26,20
6,1601643600 1 7518 702 3 3600 20940 0 22 26,20
6,1601643600 1 5922 342 2 720 15660 0 22 26,20
6,1601643600 1 2268 576 0 120 6360 0 22 26,20
6,1601647200 1 5922 342 2 720 15660 0 22 26,20
6,1601647200 1 2268 576 0 120 6360 0 22 26,20
6,1601650800 1 7518 702 3 3600 20940 0 22 26,20
6,1601654400 1 7518 702 3 3600 20940 0 22 26,20
6,1601654400 1 5922 342 2 720 15660 0 22 26,20
6,1601654400 1 2268 576 0 120 6360 0 22 26,20
6,1601708400 2 9912 2736 2 3120 40920 0 22 26,78
6,1601712000 1 9912 2736 2 3120 40920 0 22 26,78
6,1601715600 1 9912 2736 2 3120 40920 0 22 26,78
6,1601719200 1 9912 2736 2 3120 40920 0 22 26,78
6,1601726400 1 9912 2736 2 3120 40920 0 22 26,78
6,1601730000 1 9912 2736 2 3120 40920 0 22 26,78
6,1601744400 1 9912 2736 2 3120 40920 0 22 26,78
6,1601780400 1 11130 1800 3 6120 34980 0 22 26,75
6,1601784000 2 11130 1800 3 6120 34980 0 22 26,75
6,1601791200 1 11130 1800 3 6120 34980 0 22 26,75
6,1601794800 1 11130 1800 3 6120 34980 0 22 26,75
6,1601798400 1 11130 1800 3 6120 34980 0 22 26,75
6,1601802000 1 11130 1800 3 6120 34980 0 22 26,75
6,1601805600 1 11130 1800 3 6120 34980 0 22 26,75
6,1601812800 1 11130 1800 3 6120 34980 0 22 26,75
6,1601823600 1 11130 1800 3 6120 34980 0 22 26,75
6,1601827200 1 11130 1800 3 6120 34980 0 22 26,75
6,1601830800 1 11130 1800 3 6120 34980 0 22 26,75
6,1601866800 2 8274 1368 1 5940 30780 0 22 26,60
6,1601870400 1 8274 1368 1 5940 30780 0 22 26,60
6,1601874000 1 8274 1368 1 5940 30780 0 22 26,60
6,1601877600 2 8274 1368 1 5940 30780 0 22 26,60
6,1601884800 2 8274 1368 1 5940 30780 0 22 26,60
6,1601888400 1 8274 1368 1 5940 30780 0 22 26,60
6,1601892000 2 8274 1368 1 5940 30780 0 22 26,60
6,1601899200 2 8274 1368 1 5940 30780 0 22 26,60
6,1601910000 4 8274 1368 1 5940 30780 0 22 26,60
6,1601913600 4 8274 1368 1 5940 30780 0 22 26,60
6,1601917200 1 8274 1368 1 5940 30780 0 22 26,60
6,1601949600 2 9240 2250 1 4680 27660 0 22 26,79
6,1601953200 2 9240 2250 1 4680 27660 0 22 26,79
6,1601956800 2 9240 2250 1 4680 27660 0 22 26,79
6,1601960400 2 9240 2250 1 4680 27660 0 22 26,79
6,1601964000 2 9240 2250 1 4680 27660 0 22 26,79
6,1601967600 2 9240 2250 1 4680 27660 0 22 26,79
6,1601971200 2 9240 2250 1 4680 27660 0 22 26,79
6,1601978400 1 9240 2250 1 4680 27660 0 22 26,79
6,1601982000 1 9240 2250 1 4680 27660 0 22 26,79
6,1601985600 2 9240 2250 1 4680 27660 0 22 26,79
6,1601989200 1 9240 2250 1 4680 27660 0 22 26,79
6,1601992800 1 9240 2250 1 4680 27660 0 22 26,79
6,1601996400 1 9240 2250 1 4680 27660 0 22 26,79
6,1602003600 1 9240 2250 1 4680 27660 0 22 26,79
6,1602025200 3 9240 2250 1 4680 27660 0 22 26,79
6,1602028800 2 5964 450 3 0 22440 0 22 26,20
6,1602032400 2 5964 450 3 0 22440 0 22 26,20
6,1602039600 1 5964 450 3 0 22440 0 22 26,20
6,1602043200 2 5964 450 3 0 22440 0 22 26,20
6,1602050400 2 5964 450 3 0 22440 0 22 26,20
6,1602054000 2 5964 450 3 0 22440 0 22 26,20
6,1602057600 2 5964 450 3 0 22440 0 22 26,20
6,1602068400 1 5964 450 3 0 22440 0 22 26,20
6,1602072000 1 5964 450 3 0 22440 0 22 26,20
6,1602079200 1 5964 450 3 0 22440 0 22 26,20
6,1602090000 1 5964 450 3 0 22440 0 22 26,20
6,1602108000 2 5964 450 3 0 22440 0 22 26,20
6,1602111600 3 5964 450 3 0 22440 0 22 26,20
6,1602115200 2 6468 1368 2 1080 19260 0 22 26,20
6,1602122400 2 6468 1368 2 1080 19260 0 22 26,20
6,1602129600 2 6468 1368 2 1080 19260 0 22 26,20
6,1602133200 2 6468 1368 2 1080 19260 0 22 26,20
6,1602136800 2 6468 1368 2 1080 19260 0 22 26,20
6,1602140400 2 6468 1368 2 1080 19260 0 22 26,20
6,1602144000 2 6468 1368 2 1080 19260 0 22 26,20
6,1602147600 3 6468 1368 2 1080 19260 0 22 26,20
6,1602151200 1 6468 1368 2 1080 19260 0 22 26,20
6,1602158400 1 6468 1368 2 1080 19260 0 22 26,20
6,1602165600 3 6468 1368 2 1080 19260 0 22 26,20
7,1598918400 0 6720 2016 3 4620 23040 1 30 28,62
7,1598922000 1 6720 2016 3 4620 23040 1 30 28,62
7,1598925600 1 6720 2016 3 4620 23040 1 30 28,62
7,1598929200 3 6720 2016 3 4620 23040 1 30 28,62
7,1598932800 2 6720 2016 3 4620 23040 1 30 28,62
7,1598940000 2 6720 2016 3 4620 23040 1 30 28,62
7,1598947200 2 6720 2016 3 4620 23040 1 30 28,62
7,1598950800 2 6720 2016 3 4620 23040 1 30 28,62
7,1598954400 2 6720 2016 3 4620 23040 1 30 28,62
7,1598958000 2 6720 2016 3 4620 23040 1 30 28,62
7,1598965200 2 6720 2016 3 4620 23040 1 30 28,62
7,1598968800 2 6720 2016 3 4620 23040 1 30 28,62
7,1598983200 0 6720 2016 3 4620 23040 1 30 28,62
7,1598986800 0 6720 2016 3 4620 23040 1 30 28,62
7,1598990400 0 6720 2016 3 4620 23040 1 30 28,62
7,1598997600 0 6720 2016 3 4620 23040 1 30 28,62
7,1599004800 0 12936 2448 3 6060 35280 1 30 28,96
7,1599019200 1 12936 2448 3 6060 35280 1 30 28,96
7,1599022800 2 12936 2448 3 6060 35280 1 30 28,96
7,1599026400 2 12936 2448 3 6060 35280 1 30 28,96
7,1599030000 2 12936 2448 3 6060 35280 1 30 28,96
7,1599033600 2 12936 2448 3 6060 35280 1 30 28,96
7,1599040800 2 12936 2448 3 6060 35280 1 30 28,96
7,1599044400 2 12936 2448 3 6060 35280 1 30 28,96
7,1599048000 2 12936 2448 3 6060 35280 1 30 28,96
7,1599051600 2 12936 2448 3 6060 35280 1 30 28,96
7,1599055200 2 12936 2448 3 6060 35280 1 30 28,96
7,1599058800 3 12936 2448 3 6060 35280 1 30 28,96
7,1599062400 0 12936 2448 3 6060 35280 1 30 28,96
7,1599066000 0 12936 2448 3 6060 35280 1 30 28,96
7,1599069600 0 12936 2448 3 6060 35280 1 30 28,96
7,1599073200 0 12936 2448 3 6060 35280 1 30 28,96
7,1599087600 2 12936 2448 3 6060 35280 1 30 28,96
7,1599091200 2 6762 882 0 1020 15540 1 30 28,20
7,1599098400 2 6762 882 0 1020 15540 1 30 28,20
7,1599109200 2 6762 882 0 1020 15540 1 30 28,20
7,1599112800 1 6762 882 0 1020 15540 1 30 28,20
7,1599116400 1 6762 882 0 1020 15540 1 30 28,20
7,1599120000 1 6762 882 0 1020 15540 1 30 28,20
7,1599123600 2 6762 882 0 1020 15540 1 30 28,20
7,1599127200 1 6762 882 0 1020 15540 1 30 28,20
7,1599130800 1 6762 882 0 1020 15540 1 30 28,20
7,1599138000 2 6762 882 0 1020 15540 1 30 28,20
7,1599145200 1 6762 882 0 1020 15540 1 30 28,20
7,1599156000 0 6762 882 0 1020 15540 1 30 28,20
7,1599163200 0 6762 882 0 1020 15540 1 30 28,20
7,1599166800 0 6762 882 0 1020 15540 1 30 28,20
7,1599170400 0 6762 882 0 1020 15540 1 30 28,20
7,1599174000 0 6762 882 0 1020 15540 1 30 28,20
7,1599177600 0 9912 3006 1 10440 35880 1 30 28,95
7,1599188400 0 9912 3006 1 10440 35880 1 30 28,95
7,1599199200 3 9912 3006 1 10440 35880 1 30 28,95
7,1599202800 3 9912 3006 1 10440 35880 1 30 28,95
7,1599206400 2 9912 3006 1 10440 35880 1 30 28,95
7,1599213600 3 9912 3006 1 10440 35880 1 30 28,95
7,1599217200 1 9912 3006 1 10440 35880 1 30 28,95
7,1599224400 1 9912 3006 1 10440 35880 1 30 28,95
7,1599228000 1 9912 3006 1 10440 35880 1 30 28,95
7,1599231600 1 9912 3006 1 10440 35880 1 30 28,95
7,1599242400 0 9912 3006 1 10440 35880 1 30 28,95
7,1599246000 0 9912 3006 1 10440 35880 1 30 28,95
7,1599253200 0 9912 3006 1 10440 35880 1 30 28,95
7,1599256800 1 9912 3006 1 10440 35880 1 30 28,95
7,1599260400 2 9912 3006 1 10440 35880 1 30 28,95
7,1599264000 2 5796 540 4 1920 17400 1 30 28,20
7,1599264000 2 1932 1692 0 1560 10620 1 30 28,20
7,1599267600 2 5796 540 4 1920 17400 1 30 28,20
7,1599267600 2 1932 1692 0 1560 10620 1 30 28,20
7,1599271200 2 5796 540 4 1920 17400 1 30 28,20
7,1599271200 2 1932 1692 0 1560 10620 1 30 28,20
7,1599282000 2 5796 540 4 1920 17400 1 30 28,20
7,1599285600 2 5796 540 4 1920 17400 1 30 28,20
7,1599285600 2 1932 1692 0 1560 10620 1 30 28,20
7,1599289200 2 5796 540 4 1920 17400 1 30 28,20
7,1599292800 0 5796 540 4 1920 17400 1 30 28,20
7,1599296400 0 1932 1692 0 1560 10620 1 30 28,20
7,1599300000 0 5796 540 4 1920 17400 1 30 28,20
7,1599307200 1 1932 1692 0 1560 10620 1 30 28,20
7,1599310800 1 1932 1692 0 1560 10620 1 30 28,20
7,1599314400 1 5796 540 4 1920 17400 1 30 28,20
7,1599314400 1 1932 1692 0 1560 10620 1 30 28,20
7,1599321600 0 5796 540 4 1920 17400 1 30 28,20
7,1599321600 0 1932 1692 0 1560 10620 1 30 28,20
7,1599325200 0 5796 540 4 1920 17400 1 30 28,20
7,1599325200 0 1932 1692 0 1560 10620 1 30 28,20
7,1599328800 0 5796 540 4 1920 17400 1 30 28,20
7,1599328800 0 1932 1692 0 1560 10620 1 30 28,20
7,1599332400 0 5796 540 4 1920 17400 1 30 28,20
7,1599332400 0 1932 1692 0 1560 10620 1 30 28,20
7,1599336000 0 1932 1692 0 1560 10620 1 30 28,20
7,1599339600 0 5796 540 4 1920 17400 1 30 28,20
7,1599339600 0 1932 1692 0 1560 10620 1 30 28,20
7,1599343200 1 1932 1692 0 1560 10620 1 30 28,20
7,1599346800 2 5796 540 4 1920 17400 1 30 28,20
7,1599346800 2 1932 1692 0 1560 10620 1 30 28,20
7,1599350400 2 7140 2052 1 3360 24900 1 30 28,47
7,1599354000 2 7140 2052 1 3360 24900 1 30 28,47
7,1599357600 2 7140 2052 1 3360 24900 1 30 28,47
7,1599364800 2 7140 2052 1 3360 24900 1 30 28,47
7,1599368400 2 7140 2052 1 3360 24900 1 30 28,47
7,1599372000 2 7140 2052 1 3360 24900 1 30 28,47
7,1599379200 2 7140 2052 1 3360 24900 1 30 28,47
7,1599382800 2 7140 2052 1 3360 24900 1 30 28,47
7,1599386400 2 7140 2052 1 3360 24900 1 30 28,47
7,1599390000 2 7140 2052 1 3360 24900 1 30 28,47
7,1599393600 2 7140 2052 1 3360 24900 1 30 28,47
7,1599400800 2 7140 2052 1 3360 24900 1 30 28,47
7,1599404400 1 7140 2052 1 3360 24900 1 30 28,47
7,1599415200 1 7140 2052 1 3360 24900 1 30 28,47
7,1599418800 1 7140 2052 1 3360 24900 1 30 28,47
7,1599422400 1 7140 2052 1 3360 24900 1 30 28,47
7,1599426000 1 7140 2052 1 3360 24900 1 30 28,47
7,1599429600 1 7140 2052 1 3360 24900 1 30 28,47
7,1599433200 0 7140 2052 1 3360 24900 1 30 28,47
7,1599436800 0 5166 1116 0 1800 15720 1 30 28,20
7,1599440400 0 5166 1116 0 1800 15720 1 30 28,20
7,1599444000 0 5166 1116 0 1800 15720 1 30 28,20
7,1599447600 0 5166 1116 0 1800 15720 1 30 28,20
7,1599451200 2 5166 1116 0 1800 15720 1 30 28,20
7,1599454800 2 5166 1116 0 1800 15720 1 30 28,20
7,1599458400 2 5166 1116 0 1800 15720 1 30 28,20
7,1599476400 2 5166 1116 0 1800 15720 1 30 28,20
7,1599483600 2 5166 1116 0 1800 15720 1 30 28,20
7,1599490800 1 5166 1116 0 1800 15720 1 30 28,20
7,1599494400 1 5166 1116 0 1800 15720 1 30 28,20
7,1599498000 2 5166 1116 0 1800 15720 1 30 28,20
7,1599501600 1 5166 1116 0 1800 15720 1 30 28,20
7,1599505200 1 5166 1116 0 1800 15720 1 30 28,20
7,1599508800 2 5166 1116 0 1800 15720 1 30 28,20
7,1599512400 0 5166 1116 0 1800 15720 1 30 28,20
7,1599516000 0 5166 1116 0 1800 15720 1 30 28,20
7,1599519600 0 5166 1116 0 1800 15720 1 30 28,20
7,1599530400 1 4998 1854 0 2220 19620 1 30 28,20
7,1599537600 3 4998 1854 0 2220 19620 1 30 28,20
7,1599541200 2 4998 1854 0 2220 19620 1 30 28,20
7,1599544800 2 4998 1854 0 2220 19620 1 30 28,20
7,1599548400 2 4998 1854 0 2220 19620 1 30 28,20
7,1599552000 2 4998 1854 0 2220 19620 1 30 28,20
7,1599555600 1 4998 1854 0 2220 19620 1 30 28,20
7,1599559200 2 4998 1854 0 2220 19620 1 30 28,20
7,1599566400 2 4998 1854 0 2220 19620 1 30 28,20
7,1599570000 2 4998 1854 0 2220 19620 1 30 28,20
7,1599573600 3 4998 1854 0 2220 19620 1 30 28,20
7,1599577200 1 4998 1854 0 2220 19620 1 30 28,20
7,1599595200 0 4998 1854 0 2220 19620 1 30 28,20
7,1599598800 0 4998 1854 0 2220 19620 1 30 28,20
7,1599602400 0 4998 1854 0 2220 19620 1 30 28,20
7,1599606000 0 4998 1854 0 2220 19620 1 30 28,20
7,1599613200 0 7770 1962 1 2640 29580 1 30 28,36
7,1599616800 1 7770 1962 1 2640 29580 1 30 28,36
7,1599620400 3 7770 1962 1 2640 29580 1 30 28,36
7,1599624000 2 7770 1962 1 2640 29580 1 30 28,36
7,1599627600 2 7770 1962 1 2640 29580 1 30 28,36
7,1599631200 2 7770 1962 1 2640 29580 1 30 28,36
7,1599634800 2 7770 1962 1 2640 29580 1 30 28,36
7,1599642000 1 7770 1962 1 2640 29580 1 30 28,36
7,1599645600 2 7770 1962 1 2640 29580 1 30 28,36
7,1599649200 2 7770 1962 1 2640 29580 1 30 28,36
7,1599652800 2 7770 1962 1 2640 29580 1 30 28,36
7,1599656400 2 7770 1962 1 2640 29580 1 30 28,36
7,1599660000 2 7770 1962 1 2640 29580 1 30 28,36
7,1599663600 1 7770 1962 1 2640 29580 1 30 28,36
7,1599667200 1 7770 1962 1 2640 29580 1 30 28,36
7,1599670800 1 7770 1962 1 2640 29580 1 30 28,36
7,1599674400 0 7770 1962 1 2640 29580 1 30 28,36
7,1599678000 0 7770 1962 1 2640 29580 1 30 28,36
7,1599681600 2 7770 1962 1 2640 29580 1 30 28,36
7,1599685200 2 7770 1962 1 2640 29580 1 30 28,36
7,1599688800 2 7770 1962 1 2640 29580 1 30 28,36
7,1599692400 2 7770 1962 1 2640 29580 1 30 28,36
7,1599699600 2 966 1008 0 0 7140 1 30 28,20
7,1599703200 1 966 1008 0 0 7140 1 30 28,20
7,1599710400 2 966 1008 0 0 7140 1 30 28,20
7,1599717600 3 966 1008 0 0 7140 1 30 28,20
7,1599721200 3 966 1008 0 0 7140 1 30 28,20
7,1599724800 2 966 1008 0 0 7140 1 30 28,20
7,1599728400 2 966 1008 0 0 7140 1 30 28,20
7,1599735600 1 966 1008 0 0 7140 1 30 28,20
7,1599739200 3 966 1008 0 0 7140 1 30 28,20
7,1599742800 2 966 1008 0 0 7140 1 30 28,20
7,1599746400 2 966 1008 0 0 7140 1 30 28,20
7,1599750000 1 966 1008 0 0 7140 1 30 28,20
7,1599753600 2 966 1008 0 0 7140 1 30 28,20
7,1599760800 0 966 1008 0 0 7140 1 30 28,20
7,1599771600 0 966 1008 0 0 7140 1 30 28,20
7,1599778800 0 966 1008 0 0 7140 1 30 28,20
7,1599782400 0 9030 1872 2 6240 35220 1 30 28,73
7,1599786000 0 9030 1872 2 6240 35220 1 30 28,73
7,1599789600 0 9030 1872 2 6240 35220 1 30 28,73
7,1599793200 1 9030 1872 2 6240 35220 1 30 28,73
7,1599804000 0 9030 1872 2 6240 35220 1 30 28,73
7,1599807600 1 9030 1872 2 6240 35220 1 30 28,73
7,1599811200 1 9030 1872 2 6240 35220 1 30 28,73
7,1599814800 1 9030 1872 2 6240 35220 1 30 28,73
7,1599818400 1 9030 1872 2 6240 35220 1 30 28,73
7,1599825600 3 9030 1872 2 6240 35220 1 30 28,73
7,1599832800 1 9030 1872 2 6240 35220 1 30 28,73
7,1599836400 1 9030 1872 2 6240 35220 1 30 28,73
7,1599843600 1 9030 1872 2 6240 35220 1 30 28,73
7,1599850800 1 9030 1872 2 6240 35220 1 30 28,73
7,1599854400 1 9030 1872 2 6240 35220 1 30 28,73
7,1599861600 0 9030 1872 2 6240 35220 1 30 28,73
7,1599876000 2 3948 1818 0 6420 18840 1 30 28,43
7,1599883200 0 3948 1818 0 6420 18840 1 30 28,43
7,1599886800 2 3948 1818 0 6420 18840 1 30 28,43
7,1599890400 2 3948 1818 0 6420 18840 1 30 28,43
7,1599894000 2 3948 1818 0 6420 18840 1 30 28,43
7,1599901200 2 3948 1818 0 6420 18840 1 30 28,43
7,1599904800 2 3948 1818 0 6420 18840 1 30 28,43
7,1599912000 2 3948 1818 0 6420 18840 1 30 28,43
7,1599915600 2 3948 1818 0 6420 18840 1 30 28,43
7,1599926400 1 3948 1818 0 6420 18840 1 30 28,43
7,1599930000 1 3948 1818 0 6420 18840 1 30 28,43
7,1599933600 1 3948 1818 0 6420 18840 1 30 28,43
7,1599937200 0 3948 1818 0 6420 18840 1 30 28,43
7,1599940800 0 3948 1818 0 6420 18840 1 30 28,43
7,1599944400 0 3948 1818 0 6420 18840 1 30 28,43
7,1599948000 0 3948 1818 0 6420 18840 1 30 28,43
7,1599951600 0 3948 1818 0 6420 18840 1 30 28,43
7,1599962400 1 4872 3222 1 7260 28620 1 30 28,85
7,1599966000 0 4872 3222 1 7260 28620 1 30 28,85
7,1599973200 2 4872 3222 1 7260 28620 1 30 28,85
7,1599976800 2 4872 3222 1 7260 28620 1 30 28,85
7,1599984000 1 4872 3222 1 7260 28620 1 30 28,85
7,1599998400 2 4872 3222 1 7260 28620 1 30 28,85
7,1600002000 2 4872 3222 1 7260 28620 1 30 28,85
7,1600009200 2 4872 3222 1 7260 28620 1 30 28,85
7,1600023600 1 4872 3222 1 7260 28620 1 30 28,85
7,1600027200 1 4872 3222 1 7260 28620 1 30 28,85
7,1600030800 0 4872 3222 1 7260 28620 1 30 28,85
7,1600034400 0 4872 3222 1 7260 28620 1 30 28,85
7,1600038000 0 4872 3222 1 7260 28620 1 30 28,85
7,1600041600 0 3024 3852 0 6240 24120 1 30 28,82
7,1600045200 0 3024 3852 0 6240 24120 1 30 28,82
7,1600052400 0 3024 3852 0 6240 24120 1 30 28,82
7,1600056000 1 3024 3852 0 6240 24120 1 30 28,82
7,1600063200 2 3024 3852 0 6240 24120 1 30 28,82
7,1600066800 2 3024 3852 0 6240 24120 1 30 28,82
7,1600070400 1 3024 3852 0 6240 24120 1 30 28,82
7,1600074000 2 3024 3852 0 6240 24120 1 30 28,82
7,1600077600 2 3024 3852 0 6240 24120 1 30 28,82
7,1600081200 2 3024 3852 0 6240 24120 1 30 28,82
7,1600084800 2 3024 3852 0 6240 24120 1 30 28,82
7,1600088400 2 3024 3852 0 6240 24120 1 30 28,82
7,1600099200 2 3024 3852 0 6240 24120 1 30 28,82
7,1600102800 2 3024 3852 0 6240 24120 1 30 28,82
7,1600106400 2 3024 3852 0 6240 24120 1 30 28,82
7,1600110000 1 3024 3852 0 6240 24120 1 30 28,82
7,1600113600 1 3024 3852 0 6240 24120 1 30 28,82
7,1600120800 1 3024 3852 0 6240 24120 1 30 28,82
7,1600124400 1 3024 3852 0 6240 24120 1 30 28,82
7,1600128000 1 3654 0 0 0 8580 1 30 28,20
7,1600131600 1 3654 0 0 0 8580 1 30 28,20
7,1600138800 0 3654 0 0 0 8580 1 30 28,20
7,1600142400 0 3654 0 0 0 8580 1 30 28,20
7,1600146000 2 3654 0 0 0 8580 1 30 28,20
7,1600149600 2 3654 0 0 0 8580 1 30 28,20
7,1600153200 2 3654 0 0 0 8580 1 30 28,20
7,1600156800 1 3654 0 0 0 8580 1 30 28,20
7,1600160400 2 3654 0 0 0 8580 1 30 28,20
7,1600164000 2 3654 0 0 0 8580 1 30 28,20
7,1600167600 2 3654 0 0 0 8580 1 30 28,20
7,1600171200 2 3654 0 0 0 8580 1 30 28,20
7,1600174800 2 3654 0 0 0 8580 1 30 28,20
7,1600178400 2 3654 0 0 0 8580 1 30 28,20
7,1600182000 1 3654 0 0 0 8580 1 30 28,20
7,1600185600 1 3654 0 0 0 8580 1 30 28,20
7,1600196400 2 3654 0 0 0 8580 1 30 28,20
7,1600203600 0 3654 0 0 0 8580 1 30 28,20
7,1600210800 0 3654 0 0 0 8580 1 30 28,20
7,1600221600 0 4494 3384 2 3960 23280 1 30 28,70
7,1600232400 2 4494 3384 2 3960 23280 1 30 28,70
7,1600239600 2 4494 3384 2 3960 23280 1 30 28,70
7,1600243200 1 4494 3384 2 3960 23280 1 30 28,70
7,1600254000 2 4494 3384 2 3960 23280 1 30 28,70
7,1600257600 2 4494 3384 2 3960 23280 1 30 28,70
7,1600268400 1 4494 3384 2 3960 23280 1 30 28,70
7,1600272000 1 4494 3384 2 3960 23280 1 30 28,70
7,1600279200 0 4494 3384 2 3960 23280 1 30 28,70
7,1600282800 0 4494 3384 2 3960 23280 1 30 28,70
7,1600286400 2 4494 3384 2 3960 23280 1 30 28,70
7,1600290000 2 4494 3384 2 3960 23280 1 30 28,70
7,1600293600 2 4494 3384 2 3960 23280 1 30 28,70
